Product Rating,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,
1,2,TRUE,"03 26, 2017",A3ALJLQAL0AUS9,1519588135,{'Format:': ' Kindle Edition'},CCH,I'm not a fan of emotionally weak women or self centered men. This book just wasn't my taste. I won't be reading anymore of this series.,Didn't like it,1490486400,
4,7,TRUE,"03 4, 2017",A15S96FNISMN5Y,1519588135,{'Format:': ' Kindle Edition'},HugsBugs2,Good read ....,Four Stars,1488585600,
3,2,TRUE,"08 13, 2016",A2RS58B2MO93F8,1519588135,{'Format:': ' Kindle Edition'},Lisabug1021,"I'm not certain how I feel about this book or the writer. I've always felt a good book tells a story but a Great book uses dialogue to Show you a story. There was a Notable lack of dialogue in this book. However, the tale kept me turning the pages. I don't really understand it as neither of the main characters were all that likable. It had something.....not realism that made sense but something. I'm still debating whether to read this author's next book in the Barrington series.",Good but takes a few strange leaps,1471046400,
5,6,TRUE,"05 6, 2016",A23OP5RROH5PP5,1519588135,{'Format:': ' Kindle Edition'},Kindle Customer,"Jeannette writes in a way that captures me.  I didn't want this story to end.  I love the connections to the other books by Ruth Cardello and Danielle Stewart.  The characters both had things to overcome.  My favorite line......well, can't tell you or I would spoil it.",Can't wait for more,1462492800,
4,4,TRUE,"12 23, 2015",AT88ONKPM9W9R,1519588135,{'Format:': ' Kindle Edition'},sandy,"Enjoyable start to a new series about Brice Henderson, a billionaire chemist and Lena Razzi, who is filling in at his office as his personal assistant temporarily.  Lena and Brice have a past and Lena has a very big white lie that she has been keeping from Brice.  Initially while reading this story I had a hard time liking Brice as he came off as incredibly selfish, unloving, self absorbed and was actually a real jacka##.  Lena on the other had was a very strong woman, loving, intelligent, but had been hurt by Brice on so many occasions yet still managed to keep it together.  Interestingly , characters were introduced to Lena from  both Ruth Cardello's billionaire and Ms. Winter's Barrington Billionaire  series at an event.  This was a really quick enjoyable read and my first from this author but certainly not my last.",Nice start to a new series,1450828800,
5,2,TRUE,"05 4, 2009",A301XO7WY2FQUE,1579652956,{'Format:': ' Spiral-bound'},J. Cochrane,These hats are so cute and get oh's and ahh's at every shower! so cute and great quick projects!,Perfect for shower gifts,1241395200,
4,4,TRUE,"03 19, 2009",A3QGH2M0SMVZO3,1579652956,{'Format:': ' Spiral-bound'},ahillig,This book is great for beginning knitters and includes many variations on a couple different patterns.  I've made several of these hats and didn't use the yarns she listed but they turned out just as well.  I like having this book as a go to when I need to whip up a baby gift real quick.  If you're looking for something really challenging this isn't for you.,Great for beginners,1237420800,
5,3,TRUE,"01 25, 2008",AUDA5XUWPYHOR,1579652956,{'Format:': ' Spiral-bound'},KnittingMom8,"This book is filled with adorable hats to make for babies and toddlers.  I love how she uses embellishments, textures, and colors to make these cute hats.  You won't need another baby hat book ever!  If you get Itty Bitty Nursery as well, you'll be set.  What a fun book!",Susan Anderson if the Queen of Cute!,1201219200,
5,6,TRUE,"02 28, 2007",A3EKFVWXZS9L0E,1579652956,{'Format:': ' Spiral-bound'},Amazon Customer,"This has got to be the best baby hat book I have seen!  These hats are adorable and so easy to do!  I am a new knitter and have only done scarves, felted purses and some easy rolled brim hats.  But I can say that I will make every one of these!  The directions are so easy to follow and the photographs are awesome!  I hope Susan makes a Itty Bitty Hats II!",LOVE LOVE LOVE THIS!,1172620800,
5,6,TRUE,"02 12, 2007",ARPWOYCODPQBM,1579652956,{'Format:': ' Spiral-bound'},Kim,"This little book has been SO MUCH FUN!!!! It is written well and very concise. I haven't found any misunderstandings or mistakes so far and the finished projects are just adorable. I would recommend this for anyone, accomplished knitter or beginner.",Great Fun,1171238400,
5,4,TRUE,"02 1, 2007",A306RSS4LRURLY,1579652956,{'Format:': ' Spiral-bound'},P. Gribble,"This is the nicest illustrated book and the hats are just adorable! If you have any desire to knit or crochet little baby hats, this is the book for you!

Patricia Gribble",Itty-Bitty Hats,1170288000,
5,16,TRUE,"11 27, 2006",A1CKFO8LVAL37C,1579652956,{'Format:': ' Spiral-bound'},Deej,"Wow this is an awesome book, I've already made six hats from here and I'm still going!!  Every pattern has newborn through toddler sizes and the first three are plain hats in three weights of yarn which can then be applied to any other hats if you'd like to change the weight.  They have patterns with color, texture, crazy and just plain pretty... it's perfect for any baby you could ever need to knit for!!  I'd recommend this to every knitter!!",Best baby hat book ever!!,1164585600,
4,2,TRUE,"01 24, 2013",A1VU1HCJ6X5G3G,1936023857,{'Format:': ' Office Product'},Linda Patton,"I read to kids at local preschools. I like to give them name tags for the first few weeks until I get to know them, and I like the name tags to be different each week. I usually print the names on clear labels and apply the labels to the name tags. They barely fit on these tags, so if you intend to write names on the tags, they are fine. They stuck to the kids's shirts without a problem and came off easily, as well.","cute, but a little bit small",1358985600,
['https://images-na.ssl-images-amazon.com/images/I/81Sl3IFNBnL._SY88.jpg'],5,5,FALSE,"03 1, 2016",A15PB5QABNV5NO,5120053084,"{'Size:': ' Small', 'Color:': ' Berry'}",MsA,"Very versatile top - can be used during pregnancy and after! The material is so soft and feels smooth on the skin. It is extremely breathable, since overheating can sometimes be an issue with pregnancy. Goes perfectly with jeans and is long enough to wear over leggings. The berry color is bright and beautiful! Can be tied in multiple ways for a more figure flattering look. Most importantly, you can breastfeed with complete concealment. Perfect for mothers, or mothers-to-be. Received at a discount for my honest review.",Amazing Quality!,1456790400
5,21,FALSE,"02 20, 2016",A2A14JYNTGG9GJ,5120053084,"{'Size:': ' Small', 'Color:': ' Berry'}",Kay,"<div id=""video-block-R6MHW74MLF503"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1bkKLhK-jS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/7131KAkpA2S.png"" class=""video-slate-img-url"">&nbsp;This is a very soft shirt, and the design is great.

There it is the regular shirt, and there are the stitched slits on the side of the breast parts, that are stretchy enough you open up for feeding your little one.

The longer pieces of material that are used to tie whatever way you want to tie them are also very stretchy, and perfect for breastfeeding mothers, just in case you have a little bit of a milk leakage , we all know that happens.

I like the shirt, I think it's perfect for breastfeeding mothers, or for pregnant women who need a little bit of comfort because this shirt isn't tight, it won't irritate your delicate skin.

Promotional or discounted product provided to review.",Great design for nursing mothers!,1455926400,
['https://images-na.ssl-images-amazon.com/images/I/71rzNy65CNL._SY88.jpg'],5,29,FALSE,"01 23, 2016",A15PB5QABNV5NO,512005322X,"{'Size:': ' 1/2 - X-Small/Small', 'Color:': ' Brown'}",MsA,"Wonderful stockings! Yes, they actually stay up - and do not ride down your leg like many other stockings. The silicone band keeps them in place, without cutting the circulation off to your leg. The quality is excellent - perfect for everyday use. Love the lace detail - sets these apart from regular thigh highs. Cant go wrong with the Veneziana brand! Received at a discount for my honest review.",Brown Lace Stockings,1453507200
5,14,TRUE,"03 30, 2016",A2RV03NRVNBLQF,5120053645,"{'Size:': ' 5 - X-Large', 'Color:': ' Grey'}",Kindle Customer,"Quite surprised and very happy .  I say this because I was confused on the sizing .  I am very tall just under 6 ft and a plus sized woman US 24/26 . I ordered the size 5 and going by all the reviews I was hoping for a great purchase . This is what I got, hosiery that is fantastic to the touch very sturdy that does not bag or sag. It should be noted that the top or the panty is not support and does not bind but stays up well. They are a dream to wear and will go with my pants all and nice skirt . They are opaque enough to hide my varicose veins and still be stylish to wear. I will definitely be buying from this company again they are a bit pricey but I believe they are quite worth it thank you very much.",Quite surprised and very happy .,1459296000,
"['https://images-na.ssl-images-amazon.com/images/I/61rgkgvCFZL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61W4CUrvGGL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71m0NT81YnL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71fOeEfN8dL._SY88.jpg']",5,2,FALSE,"03 22, 2016",A3GPR4SKRP0QNR,5120053645,"{'Size:': ' 2 - Small', 'Color:': ' Grey'}",PDUBSNY,"Color: Satin 40 (Grey)

Size: Small

These pantyhose by Veneziana comes in 3 different colors to choose from: Black, Grey and Navy.  I have the Grey one and it is really more of a dark Charcoal Color.  The material feels silky and luxurious.

The waistband is soft and comfortable and offer adequate control.  They are thicker than typical pantyhose so it is certainly more durable.  I appreciate that it is a product import from Italy and the size is true to one I typically purchase in the USA.

In conclusion, I rate this TIGHTS 40Den Women Pantyhose  by Veneziana 5 out of 5 Stars. It is a comfortable and quality product I recommend.

*** I received this complimentary product in exchange for my honest and unbiased review. I am not affiliated with the company and did not receive any compensation from them. ***",Thicker than expected,1458604800
['https://images-na.ssl-images-amazon.com/images/I/71g-DSuMZJL._SY88.jpg'],5,18,FALSE,"02 26, 2016",A15PB5QABNV5NO,5120053645,"{'Size:': ' 2 - Small', 'Color:': ' Black'}",MsA,"Love the dark color of these tights! Really goes well with so many outfits. The quality is outstanding; the material is very durable, and can take some pulling - unlike many other tights. The waist band is tight enough to stay up, without causing unwanted lumps. The silky material flows smoothly on the skin and stays in place all day. Received at a discount for my honest review.",Excellent Color!,1456444800
['https://images-na.ssl-images-amazon.com/images/I/71eG75FTJJL._SY88.jpg'],5,2,TRUE,"01 1, 2018",AUI6WTTT0QZYS,5120053084,"{'Size:': ' Large', 'Color:': ' Charcoal'}",Abbey,"I now have 4 of the 5 available colors of this shirt... and I'm considering buying the 5th. The material is super soft and very flattering, and it's easy to nurse discreetly in this top. It did take me a few tries to figure out how to get from fully covered to latched without flashing people nearby, but I pretty quickly figured out what worked for me and my baby, and now I don't even have to mess with nursing covers, which is great because my daughter refuses to nurse when covered (and I can hardly blame her). I'm rather large-chested (I honestly don't even know my breastfeeding bra size... I was a 40D pre-baby and those bras are too small now), so I've had a hard time finding nursing tops that are flattering, comfortable, discreet, and modest. This shirt is all of those things. And that's why I have four of them. :)

At my family's huge Christmas Eve party this year, I couldn't find an empty room to nurse my daughter, so we just found a corner and nursed there (see pic for that outfit). My sister came up and started talking to me and it took her a minute to realize I was breastfeeding, rather than just snuggling my sleepy baby.

I have several other styles of nursing tops and dresses, and this is by FAR my favorite. I recommend it to every breastfeeding mom I know, and I'm about to get a couple for my cousin for her baby shower gift (and possibly the dress of this style for myself, to wear to her shower...).","Comfy, flattering, discreet--highly recommended!",1514764800
5,6,TRUE,"08 11, 2016",A35Y40XVDNIK7Q,5120053645,"{'Size:': ' 5 - X-Large', 'Color:': ' Grey'}",Amanda M. Moore,"Love these tights! They fit perfectly, and stay in place. I don't find myself messing with them, as I would with many other tights and nylons. The grey color looks good with many of my skirts and dresses. I like the slight sheerness of them. My legs are pretty in these tights.",Love these tights,1470873600,
5,2,FALSE,"06 11, 2016",A2M7UK1YP3FF7J,5120053890,"{'Size:': ' X-Large', 'Color:': ' Dark Purple'}",shellen2,"As someone who's not exactly skinny, I am not the kind of person who would normally buy something online. This dress is SO comfortable, and perfect for pregnancy and nursing. The number one thing you want to know when you're nursing is 'can I get my boobs out quickly'?? And this is such a cool dress and it's got the easy access.

I ordered an XL because I usually wear XL shirts and it's comfy for me and fits perfectly. The pictures aren't the most flattering that I'm posting with this, but I will be wearing this to parties and weddings even because I can get my daughter fed right away when she needs it, and it's a way to be dressy without feeling uncomfortable. I love that I can tie it either in the front or the back, if I tie in the front it hangs down the front and if you tie it in the back it's got a much shorter hanging part. Either way, I think it's really pretty.

The dress itself is soft and the color is beautiful (the lighting in my basement is fluorescent so it's not what you would call great for pictures) but it's actually a really deep purple that looks great with my skin tone. I am hoping to be pregnant soon and I know this will be a perfect way to keep myself comfortable when we may feel our most uncomfortable ever. *I received this product at a discount in exchange for my honest and unbiased review.",Best dress I've ever bought online and it's wonderful for nursing in!,1465603200,
"['https://images-na.ssl-images-amazon.com/images/I/71NKgXSKuTL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/7141SAC+KmL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/814dN5FgzlL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/816QZezITkL._SY88.jpg']",5,18,TRUE,"05 5, 2017",A3HBX14MPC46LY,5120053890,"{'Size:': ' Large', 'Color:': ' Charcoal'}",Jason Rolon,"I purchase the size Large charcoal colored nursing dress. This dress is so perfect for nursing my baby. In the picture I attached I'm 5 weeks postpartum. My family and decided to take a spontaneous beach trip after a church event. So this dress is good for just about any occasion and any environment!
Since we didn't plan this beach trip I didn't have shade. So, after I nursed her to sleep the flaps on this dress were the perfect thing to help shield her from the sun. These flaps are so nice to discretely feed my baby. Anyone passing by didn't even notice I was feeding her. Then when I'm done nursing I wrap it back around and tie it in the back, it hardly looks like it's meant to be a nursing dress. This was worth the purchase.
At the time these pics were taken I was 5weeks postpartum 5'3 175lbs.",Perfect nursing dress- formal or casual,1493942400
5,8,TRUE,"07 14, 2016",A1BW9NWHKG5CWS,5120053890,"{'Size:': ' Large', 'Color:': ' Dark Purple'}",Mom of 7,"Thank you! Thank you! Thank you to the designer and makers of this dress!  I am a big busted nursing mother (bra size 38G), and I am very conservative and religious. Because of my big bust size, it is so difficult to find a MODEST and nice fitting nursing dress.  Either the dress is too tight around my bust and my cleavage shows (definitely unacceptable) or the dress fits my bust but then hangs like a tent on me. So I'm stuck wearing skirts with tops. This dress makes nursing modest also. The colors are beautiful. I bought the dress in 4 different colors.  You will feel feminine, modest, comfortable, and beautiful in this dress!  For reference, I am 5' 4"" and 165 lbs.  I bought size large, and it fits perfectly.",it is so difficult to find a MODEST and nice fitting nursing dress,1468454400,
"['https://images-na.ssl-images-amazon.com/images/I/61L8FeVk-fL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Tcb2RsE+L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61BsXTTERjL._SY88.jpg']",5,4,FALSE,"06 13, 2016",A296SHJ010ALPO,5120053890,"{'Size:': ' Small', 'Color:': ' Black'}",Sf87,"This dress is gorgeous! I love the material...it reminds me of the jersey knit material.

 I bought a similar maternity dress at target but it didn't have access for nursing like this dress does. I wasn't able to wear that dress after pregnancy. This dress is amazing because it had access for nursing! I love that you can tie the dress as you would like. It flows nicely and the material is soft and stretchy. I'm not currently pregnant and it hits me below the knee so during pregnancy it will be perfect! If you are breastfeeding just be sure to adjust the fabric afterwards. I noticed the layer underneath can get bunchy  so just readjust it and it will lay properly.
I will probably be purchasing it in another color as well!!
I received this product for free in exchange for testing, inspecting and reviewing it. I received no other compensation for my review and always give my honest and unbiased opinion the product.","Super soft, stretchy, beautiful dress!!",1465776000
['https://images-na.ssl-images-amazon.com/images/I/61UpPAjCyWL._SY88.jpg'],5,9,TRUE,"11 16, 2016",AO8EQMMG830FN,5120053084,"{'Size:': ' Medium', 'Color:': ' Charcoal'}",Brittany gill,"Perfect fit.  Perfect for maternity,  nursing,  and even if your not nursing.  It's so soft. As soon as I tried it on I ordered two more.  Plan on getting all the colors.",A++,1479254400
"['https://images-na.ssl-images-amazon.com/images/I/71pUAjCu35L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/717m4wCR+FL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71gDeX7kEML._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71PCS0StvaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71B-eEf1SNL._SY88.jpg']",4,12,TRUE,"11 9, 2016",A3941D087DL84R,5120053084,"{'Size:': ' Medium', 'Color:': ' Olive Green'}",Jonesy,I'm keeping it. I think it will be useful throughout pregnancy and nursing. It's soft/comfy. I'm usually a small-medium or size 6. I ordered a medium in this. I'm 16.5 weeks along.,Decent,1478649600
['https://images-na.ssl-images-amazon.com/images/I/71CwVIvktfL._SY88.jpg'],5,52,TRUE,"07 25, 2016",A3OMATTVB7IG4X,5120053084,"{'Size:': ' X-Large', 'Color:': ' Charcoal'}",Meg,"I just received this shirt in a size medium. I am currently 26 weeks pregnant- 5'4 and 150 pounds. Pre-pregnancy I was a size 4/6. This shirt hits me like a tunic so I plan to wear it with leggings and boots for a dressier look and jeans and flats for a casual look. It is soft and very pretty- the tie lets you adjust it for your belly size. This is my 4th baby and I can tell it will work great for nursing, which is why I purchased it. I really appreciate having nursing-specific clothes since I am on-the-go nursing a LOT. No doubt I can wear this top and baby in a wrap and nurse while shopping or watching a kids' soccer game. I probably will order this in several colors!",Perfect for Nursing,1469404800
['https://images-na.ssl-images-amazon.com/images/I/71OAh3BXWkL._SY88.jpg'],5,18,TRUE,"07 23, 2016",A1YSJUU3JXMA5N,5120053084,"{'Size:': ' Medium', 'Color:': ' Olive Green'}",paige,I bought a medium on accident when I wanted a small but I was still able to make it work and it turned out to be the perfect tunic and still form fitting because you can do the tie in front to draw in your waist. This shirt is SO SO comfy!!!! By far my favorite maternity/breastfeeding shirt ever!!!,Best short ever!!!,1469232000
"['https://images-na.ssl-images-amazon.com/images/I/61x4If1H2-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/618BwxzhK+L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61l+b+Vui3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71QzCLPTPTL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612gHPOEF1L._SY88.jpg']",4,23,TRUE,"07 18, 2016",A1N7FKY5V3MBU8,5120053084,"{'Size:': ' X-Large', 'Color:': ' Dark Purple'}",MintSunrise,"As you can see from the pictures, the XL is a bit long for my 5.5 frame. There is A LOT of extra frantic in the tummy area. The armpits are a bit big,  so I think I simply got the wrong size. It is a beautiful color and I will be ordering a differant size because this one is too big,  but it is soft and appears to be fairly convenient to nurse with. I wish it came with directions on how to tie the cute knot. I will likely add to my review once the Large comes in. This is the XL.","Flattering, but a bit large.",1468800000
5,5,TRUE,"05 4, 2016",A2VQC859QIITXF,5120053084,"{'Size:': ' Small', 'Color:': ' Charcoal'}",Evana Newberry,"The design on this shirt is amazingly liberating for breastfeeding and pumping. No longer do I have to freeze (I live in Alaska) with exposed shoulders or be limited to nursing tanks for ease of access. I know I do, but my kid also seems to enjoy feeling the super soft material. It seems to be great for all positions of nursing, including side-laying down. If I'm wearing a baby carrier (baby bjorn) I tie it in the back very low and its still fine. For pumping at work I've been able to use it as a ""hands free"" holder for the pump flanges (albeit a bit precariously). I'm large breasted so that may not work for many people. I bought this in two colors, in Medium and it seems to fit very well overall. The only thing that I dislike is that it is pretty flowy in the front to accommodate pregnant/postpartum bellies (which it says it does, so I expected). For those of us who have returned to a relatively shaped pre-pregnancy body, it is a bit too reminiscent of maternity wear, but it really does make up for that in all the cuteness and functionality. Id love if they made one specifically for longterm nursing and not paired with maternity. I bought it for my pregnant sister too. Great with skinny jeans, a short skirt, or leggings, a bit too flowy and long for other types of outfits.",Best post pregnancy purchase I've made.,1462320000,
5,2,TRUE,"03 21, 2016",A225FSX5VQZ7PH,5120053084,"{'Size:': ' Large', 'Color:': ' Charcoal'}",Leah,"I ordered this shirt in a large and it came it a bit larger than I had anticipated (which I am grateful for as I always worry things will be too small over my pregnant belly). It fits wonderfully & the fabric is a higher quality that won't pill and wear out quickly. I plan to use it for the remainder of my pregnancy (about 2 months) and during my baby's first year nursing. I have no doubt it will be able to hold up. Going to purchase the other available colors, as well.",Great fit for maternity & high quality,1458518400,
3,3,TRUE,"04 15, 2016",A2OGDYB7RRKI4Y,5120053017,"{'Size:': ' Small', 'Color:': ' Black'}",Viridiana,I like them the material was good but too small for me I have to squeeze myself in next time I would probably get a large instead of a medium .. I'm 5'2 I weight 130,Ok!!,1460678400,
5,8,TRUE,"02 3, 2016",A3424GTKCUXDM6,5120053017,"{'Size:': ' Medium', 'Color:': ' Black'}",S. Kearns,"In the picture they look great right? Well I do like them, I'm not going to bash stockings. My issue with these is just the top thick black lace. It just wouldn't stay in place, it did a roll. It was just to hard to keep it flat. I have a pretty much flat stomach, so it wasn't like it was fighting fat an the fat won. But other than the top piece, the stockings are great. They are not cheap quality at all. The garters that ae attached are sturdy,  they do not allow the stockings to fall at all.","love them, just one thing that is driving me crazy.",1454457600,
"['https://images-na.ssl-images-amazon.com/images/I/71LL+-zHBJL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QhZi6f1kL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/719iJDp8OkL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61lsAcM+rvL._SY88.jpg']",5,2,FALSE,"03 23, 2016",A3GPR4SKRP0QNR,5120053475,"{'Size:': ' 2 - Small', 'Color:': ' Natural'}",PDUBSNY,"Color: DAY 20 Naturale TG2

Size: Small

These pantyhose by Veneziana comes in 3 different colors to choose from: Black, Natural and Cappucinno.  I have the Natural one and it is really more of a Nude Color.  The material feels silky and luxurious.

The waistband is soft and comfortable and offer adequate control.  They are sheer and opaque pantyhose that does not feel thin and easy to rip.  I appreciate that it is a product import from Italy and the size is true to one I typically purchase in the USA.

In conclusion, I rate this Women Pantyhose by Veneziana 5 out of 5 Stars. It is a comfortable and a quality product I recommend.

*** I received this complimentary product in exchange for my honest and unbiased review. I am not affiliated with the company and did not receive any compensation from them. ***",Quality Pantyhose - As described,1458691200
['https://images-na.ssl-images-amazon.com/images/I/71ViPgD5VVL._SY88.jpg'],5,11,FALSE,"02 26, 2016",A15PB5QABNV5NO,5120053475,"{'Size:': ' 2 - Small', 'Color:': ' Natural'}",MsA,"I received these tights in the natural color; and it is exactly that - a natural look, without being too dark or light. The waist band is tight enough to stay up, without causing unwanted lumps. The quality is outstanding! Perfect for everyday use; and definitely will not tear the first wear - like many other tights. The silky material flows smoothly on the skin and stays in place all day. Received at a discount for my honest review.",No Rips; Excellent Quality!,1456444800
3,2,TRUE,"08 21, 2016",A339XOY8DU2UWE,6040972467,"{'Size:': ' 12/14', 'Color:': ' White And Red'}",Christina,"The fit on this is awesome, and I love the design. However, a few things prevent me from rating it higher than three stars. First, even with the adjustable straps (which are nice), the chest area is way too low. I'm nursing (one main reason I purchased this dress - it works well for that purpose) and am guessing my bra size to be a 36D, and there is no way I would wear this without something underneath. I wear a nursing bra that looks like a v-neck undershirt under it and it covers better that way. Then I pair it with a shrug and it looks nice.

The other issue I have with this design is that it's advertised as being red and white. It is so far from being red. It's pink, almost hot pink. I love the floral pattern and birds and everything else about the design, but I was seriously disappointed with the color and never would have bought it had I known it was pink. I just wear a red shrug over it and that makes the pink stand out less without clashing too much.

Essentially, it's a really nice dress if you know what to expect and work with it a bit. Not sheer (I tried a black bra under it and it did not show through), and very flattering. I actually bought another pattern of this dress a few weeks after buying this one because I liked the fit and design so much.","The fit on this is awesome, and I love the design",1471737600,
"['https://images-na.ssl-images-amazon.com/images/I/71FJnsFDjbL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71++IfiI0SL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81NEYhkyLsL._SY88.jpg']",5,2,TRUE,"08 19, 2016",A2BLA3KO8HGANN,6040972467,"{'Size:': ' 16', 'Color:': ' White And Red'}",Rue23,"I am very pleased with this dress! I wasn't sure what size to get when I ordered it, so I got an XL (I'm about 5'7"" and weigh 210lbs). I was pleased to see that this has smocking in the back which gives it a bit of stretch. It is very comfortable, and is exactly the look I was going for. I will probably buy a couple more dresses from this brand, although I may go down a size as I am in the process of losing weight and would like to be able to keep wearing them.
I added a picture of the back of the dress, one without a petticoat, and the last picture is the dress with a petticoat. I bought ""Vintage Women's 50s Rockabilly Tutu Skirt Petticoat White(L)"" on Amazon to go with this dress. Please note that as this dress is cut to have a big circle skirt it tends to be much more flattering if you do decide to add a petticoat underneath it.",Perfect Comfortable Summer Dress!,1471564800
